verse_id,citation,book_name,book_number,chapter_number,verse_number,length_chars,text
4358,Numbers 21:17,Numbers,4,21,17,65,"Then Israel sang this song, Spring up, O well; sing ye unto it:"
4359,Numbers 21:18,Numbers,4,21,18,166,"The princes digged the well, the nobles of the people digged it, by the direction of the lawgiver, with their staves. And from the wilderness they went to Mattanah:"
