verse_id,citation,book_name,book_number,chapter_number,verse_number,length_chars,text
13941,Psalms 1:1,Psalms,19,1,1,145,"Blessed is the man that walketh not in the counsel of the ungodly, nor standeth in the way of sinners, nor sitteth in the seat of the scornful."
13942,Psalms 1:2,Psalms,19,1,2,91,But his delight is in the law of the LORD; and in his law doth he meditate day and night.
13943,Psalms 1:3,Psalms,19,1,3,177,"And he shall be like a tree planted by the rivers of water, that bringeth forth his fruit in his season; his leaf also shall not wither; and whatsoever he doeth shall prosper."
13944,Psalms 1:4,Psalms,19,1,4,77,The ungodly are not so: but are like the chaff which the wind driveth away.
13945,Psalms 1:5,Psalms,19,1,5,106,"Therefore the ungodly shall not stand in the judgment, nor sinners in the congregation of the righteous."
13946,Psalms 1:6,Psalms,19,1,6,89,For the LORD knoweth the way of the righteous: but the way of the ungodly shall perish.
13947,Psalms 2:1,Psalms,19,2,1,63,"Why do the heathen rage, and the people imagine a vain thing?"
13948,Psalms 2:2,Psalms,19,2,2,130,"The kings of the earth set themselves, and the rulers take counsel together, against the LORD, and against his anointed, saying,"
13949,Psalms 2:3,Psalms,19,2,3,70,"Let us break their bands asunder, and cast away their cords from us."
13950,Psalms 2:4,Psalms,19,2,4,83,He that sitteth in the heavens shall laugh: the LORD shall have them in derision.
13951,Psalms 2:5,Psalms,19,2,5,83,"Then shall he speak unto them in his wrath, and vex them in his sore displeasure."
13952,Psalms 2:6,Psalms,19,2,6,51,Yet have I set my king upon my holy hill of Zion.
13953,Psalms 2:7,Psalms,19,2,7,104,"I will declare the decree: the LORD hath said unto me, Thou art my Son; this day have I begotten thee."
13954,Psalms 2:8,Psalms,19,2,8,126,"Ask of me, and I shall give thee the heathen for thine inheritance, and the uttermost parts of the earth for thy possession."
13955,Psalms 2:9,Psalms,19,2,9,98,Thou shalt break them with a rod of iron; thou shalt dash them in pieces like a potter's vessel.
13956,Psalms 2:10,Psalms,19,2,10,75,"Be wise now therefore, O ye kings: be instructed, ye judges of the earth."
13957,Psalms 2:11,Psalms,19,2,11,55,"Serve the LORD with fear, and rejoice with trembling."
13958,Psalms 2:12,Psalms,19,2,12,151,"Kiss the Son, lest he be angry, and ye perish from the way, when his wrath is kindled but a little. Blessed are all they that put their trust in him."
13959,Psalms 3:1,Psalms,19,3,1,86,"Lord, how are they increased that trouble me! many are they that rise up against me."
13960,Psalms 3:2,Psalms,19,3,2,77,"Many there be which say of my soul, There is no help for him in God. Selah."
13961,Psalms 3:3,Psalms,19,3,3,82,"But thou, O LORD, art a shield for me; my glory, and the lifter up of mine head."
13962,Psalms 3:4,Psalms,19,3,4,83,"I cried unto the LORD with my voice, and he heard me out of his holy hill. Selah."
13963,Psalms 3:5,Psalms,19,3,5,64,I laid me down and slept; I awaked; for the LORD sustained me.
13964,Psalms 3:6,Psalms,19,3,6,99,"I will not be afraid of ten thousands of people, that have set themselves against me round about."
13965,Psalms 3:7,Psalms,19,3,7,138,"Arise, O LORD; save me, O my God: for thou hast smitten all mine enemies upon the cheek bone; thou hast broken the teeth of the ungodly."
13966,Psalms 3:8,Psalms,19,3,8,76,Salvation belongeth unto the LORD: thy blessing is upon thy people. Selah.
13967,Psalms 4:1,Psalms,19,4,1,135,"Hear me when I call, O God of my righteousness: thou hast enlarged me when I was in distress; have mercy upon me, and hear my prayer."
13968,Psalms 4:2,Psalms,19,4,2,123,"O ye sons of men, how long will ye turn my glory into shame? how long will ye love vanity, and seek after leasing? Selah."
13969,Psalms 4:3,Psalms,19,4,3,111,But know that the LORD hath set apart him that is godly for himself: the LORD will hear when I call unto him.
13970,Psalms 4:4,Psalms,19,4,4,92,"Stand in awe, and sin not: commune with your own heart upon your bed, and be still. Selah."
13971,Psalms 4:5,Psalms,19,4,5,72,"Offer the sacrifices of righteousness, and put your trust in the LORD."
13972,Psalms 4:6,Psalms,19,4,6,109,"There be many that say, Who will shew us any good? LORD, lift thou up the light of thy countenance upon us."
13973,Psalms 4:7,Psalms,19,4,7,101,"Thou hast put gladness in my heart, more than in the time that their corn and their wine increased."
13974,Psalms 4:8,Psalms,19,4,8,94,"I will both lay me down in peace, and sleep: for thou, LORD, only makest me dwell in safety."
13975,Psalms 5:1,Psalms,19,5,1,55,"Give ear to my words, O LORD, consider my meditation."
13976,Psalms 5:2,Psalms,19,5,2,83,"Hearken unto the voice of my cry, my King, and my God: for unto thee will I pray."
13977,Psalms 5:3,Psalms,19,5,3,118,"My voice shalt thou hear in the morning, O LORD; in the morning will I direct my prayer unto thee, and will look up."
13978,Psalms 5:4,Psalms,19,5,4,94,For thou art not a God that hath pleasure in wickedness: neither shall evil dwell with thee.
13979,Psalms 5:5,Psalms,19,5,5,80,The foolish shall not stand in thy sight: thou hatest all workers of iniquity.
13980,Psalms 5:6,Psalms,19,5,6,95,Thou shalt destroy them that speak leasing: the LORD will abhor the bloody and deceitful man.
13981,Psalms 5:7,Psalms,19,5,7,129,"But as for me, I will come into thy house in the multitude of thy mercy: and in thy fear will I worship toward thy holy temple."
13982,Psalms 5:8,Psalms,19,5,8,102,"Lead me, O LORD, in thy righteousness because of mine enemies; make thy way straight before my face."
13983,Psalms 5:9,Psalms,19,5,9,151,For there is no faithfulness in their mouth; their inward part is very wickedness; their throat is an open sepulchre; they flatter with their tongue.
13984,Psalms 5:10,Psalms,19,5,10,157,"Destroy thou them, O God; let them fall by their own counsels; cast them out in the multitude of their transgressions; for they have rebelled against thee."
13985,Psalms 5:11,Psalms,19,5,11,167,"But let all those that put their trust in thee rejoice: let them ever shout for joy, because thou defendest them: let them also that love thy name be joyful in thee."
13986,Psalms 5:12,Psalms,19,5,12,95,"For thou, LORD, wilt bless the righteous; with favour wilt thou compass him as with a shield."
13987,Psalms 6:1,Psalms,19,6,1,82,"O LORD, rebuke me not in thine anger, neither chasten me in thy hot displeasure."
13988,Psalms 6:2,Psalms,19,6,2,85,"Have mercy upon me, O LORD; for I am weak: O LORD, heal me; for my bones are vexed."
13989,Psalms 6:3,Psalms,19,6,3,57,"My soul is also sore vexed: but thou, O LORD, how long?"
13990,Psalms 6:4,Psalms,19,6,4,68,"Return, O LORD, deliver my soul: oh save me for thy mercies' sake."
13991,Psalms 6:5,Psalms,19,6,5,88,For in death there is no remembrance of thee: in the grave who shall give thee thanks?
13992,Psalms 6:6,Psalms,19,6,6,99,I am weary with my groaning; all the night make I my bed to swim; I water my couch with my tears.
13993,Psalms 6:7,Psalms,19,6,7,83,Mine eye is consumed because of grief; it waxeth old because of all mine enemies.
13994,Psalms 6:8,Psalms,19,6,8,94,"Depart from me, all ye workers of iniquity; for the LORD hath heard the voice of my weeping."
13995,Psalms 6:9,Psalms,19,6,9,71,The LORD hath heard my supplication; the LORD will receive my prayer.
13996,Psalms 6:10,Psalms,19,6,10,90,Let all mine enemies be ashamed and sore vexed: let them return and be ashamed suddenly.
13997,Psalms 7:1,Psalms,19,7,1,100,"O LORD my God, in thee do I put my trust: save me from all them that persecute me, and deliver me:"
13998,Psalms 7:2,Psalms,19,7,2,89,"Lest he tear my soul like a lion, rending it in pieces, while there is none to deliver."
13999,Psalms 7:3,Psalms,19,7,3,71,"O LORD my God, If I have done this; if there be iniquity in my hands;"
14000,Psalms 7:4,Psalms,19,7,4,123,"If I have rewarded evil unto him that was at peace with me; (yea, I have delivered him that without cause is mine enemy:)"
14001,Psalms 7:5,Psalms,19,7,5,135,"Let the enemy persecute my soul, and take it; yea, let him tread down my life upon the earth, and lay mine honour in the dust. Selah."
14002,Psalms 7:6,Psalms,19,7,6,144,"Arise, O LORD, in thine anger, lift up thyself because of the rage of mine enemies: and awake for me to the judgment that thou hast commanded."
14003,Psalms 7:7,Psalms,19,7,7,108,So shall the congregation of the people compass thee about: for their sakes therefore return thou on high.
14004,Psalms 7:8,Psalms,19,7,8,130,"The LORD shall judge the people: judge me, O LORD, according to my righteousness, and according to mine integrity that is in me."
14005,Psalms 7:9,Psalms,19,7,9,128,Oh let the wickedness of the wicked come to an end; but establish the just: for the righteous God trieth the hearts and reins.
14006,Psalms 7:10,Psalms,19,7,10,58,"My defence is of God, which saveth the upright in heart."
14007,Psalms 7:11,Psalms,19,7,11,72,"God judgeth the righteous, and God is angry with the wicked every day."
14008,Psalms 7:12,Psalms,19,7,12,82,"If he turn not, he will whet his sword; he hath bent his bow, and made it ready."
14009,Psalms 7:13,Psalms,19,7,13,106,He hath also prepared for him the instruments of death; he ordaineth his arrows against the persecutors.
14010,Psalms 7:14,Psalms,19,7,14,96,"Behold, he travaileth with iniquity, and hath conceived mischief, and brought forth falsehood."
14011,Psalms 7:15,Psalms,19,7,15,75,"He made a pit, and digged it, and is fallen into the ditch which he made."
14012,Psalms 7:16,Psalms,19,7,16,105,"His mischief shall return upon his own head, and his violent dealing shall come down upon his own pate."
14013,Psalms 7:17,Psalms,19,7,17,112,I will praise the LORD according to his righteousness: and will sing praise to the name of the LORD most high.
14014,Psalms 8:1,Psalms,19,8,1,105,"O LORD, our Lord, how excellent is thy name in all the earth! who hast set thy glory above the heavens."
14015,Psalms 8:2,Psalms,19,8,2,147,"Out of the mouth of babes and sucklings hast thou ordained strength because of thine enemies, that thou mightest still the enemy and the avenger."
14016,Psalms 8:3,Psalms,19,8,3,105,"When I consider thy heavens, the work of thy fingers, the moon and the stars, which thou hast ordained;"
14017,Psalms 8:4,Psalms,19,8,4,88,"What is man, that thou art mindful of him? and the son of man, that thou visitest him?"
14018,Psalms 8:5,Psalms,19,8,5,100,"For thou hast made him a little lower than the angels, and hast crowned him with glory and honour."
14019,Psalms 8:6,Psalms,19,8,6,104,Thou madest him to have dominion over the works of thy hands; thou hast put all things under his feet:
14020,Psalms 8:7,Psalms,19,8,7,55,"All sheep and oxen, yea, and the beasts of the field;"
14021,Psalms 8:8,Psalms,19,8,8,101,"The fowl of the air, and the fish of the sea, and whatsoever passeth through the paths of the seas."
14022,Psalms 8:9,Psalms,19,8,9,62,"O LORD our Lord, how excellent is thy name in all the earth!"
14023,Psalms 9:1,Psalms,19,9,1,94,"I will praise thee, O LORD, with my whole heart; I will shew forth all thy marvellous works."
14024,Psalms 9:2,Psalms,19,9,2,87,"I will be glad and rejoice in thee: I will sing praise to thy name, O thou most High."
14025,Psalms 9:3,Psalms,19,9,3,80,"When mine enemies are turned back, they shall fall and perish at thy presence."
14026,Psalms 9:4,Psalms,19,9,4,90,For thou hast maintained my right and my cause; thou satest in the throne judging right.
14027,Psalms 9:5,Psalms,19,9,5,112,"Thou hast rebuked the heathen, thou hast destroyed the wicked, thou hast put out their name for ever and ever."
14028,Psalms 9:6,Psalms,19,9,6,127,"O thou enemy, destructions are come to a perpetual end: and thou hast destroyed cities; their memorial is perished with them."
14029,Psalms 9:7,Psalms,19,9,7,79,But the LORD shall endure for ever: he hath prepared his throne for judgment.
14030,Psalms 9:8,Psalms,19,9,8,105,"And he shall judge the world in righteousness, he shall minister judgment to the people in uprightness."
14031,Psalms 9:9,Psalms,19,9,9,81,"The LORD also will be a refuge for the oppressed, a refuge in times of trouble."
14032,Psalms 9:10,Psalms,19,9,10,114,"And they that know thy name will put their trust in thee: for thou, LORD, hast not forsaken them that seek thee."
14033,Psalms 9:11,Psalms,19,9,11,88,"Sing praises to the LORD, which dwelleth in Zion: declare among the people his doings."
14034,Psalms 9:12,Psalms,19,9,12,101,"When he maketh inquisition for blood, he remembereth them: he forgetteth not the cry of the humble."
14035,Psalms 9:13,Psalms,19,9,13,135,"Have mercy upon me, O LORD; consider my trouble which I suffer of them that hate me, thou that liftest me up from the gates of death:"
14036,Psalms 9:14,Psalms,19,9,14,109,That I may shew forth all thy praise in the gates of the daughter of Zion: I will rejoice in thy salvation.
14037,Psalms 9:15,Psalms,19,9,15,105,The heathen are sunk down in the pit that they made: in the net which they hid is their own foot taken.
14038,Psalms 9:16,Psalms,19,9,16,123,The LORD is known by the judgment which he executeth: the wicked is snared in the work of his own hands. Higgaion. Selah.
14039,Psalms 9:17,Psalms,19,9,17,76,"The wicked shall be turned into hell, and all the nations that forget God."
14040,Psalms 9:18,Psalms,19,9,18,100,For the needy shall not alway be forgotten: the expectation of the poor shall not perish for ever.
14041,Psalms 9:19,Psalms,19,9,19,77,"Arise, O LORD; let not man prevail: let the heathen be judged in thy sight."
14042,Psalms 9:20,Psalms,19,9,20,86,"Put them in fear, O LORD: that the nations may know themselves to be but men. Selah."
14043,Psalms 10:1,Psalms,19,10,1,82,"Why standest thou afar off, O LORD? why hidest thou thyself in times of trouble?"
14044,Psalms 10:2,Psalms,19,10,2,108,The wicked in his pride doth persecute the poor: let them be taken in the devices that they have imagined.
14045,Psalms 10:3,Psalms,19,10,3,100,"For the wicked boasteth of his heart's desire, and blesseth the covetous, whom the LORD abhorreth."
14046,Psalms 10:4,Psalms,19,10,4,108,"The wicked, through the pride of his countenance, will not seek after God: God is not in all his thoughts."
14047,Psalms 10:5,Psalms,19,10,5,121,"His ways are always grievous; thy judgments are far above out of his sight: as for all his enemies, he puffeth at them."
14048,Psalms 10:6,Psalms,19,10,6,85,"He hath said in his heart, I shall not be moved: for I shall never be in adversity."
14049,Psalms 10:7,Psalms,19,10,7,93,His mouth is full of cursing and deceit and fraud: under his tongue is mischief and vanity.
14050,Psalms 10:8,Psalms,19,10,8,144,He sitteth in the lurking places of the villages: in the secret places doth he murder the innocent: his eyes are privily set against the poor.
14051,Psalms 10:9,Psalms,19,10,9,143,"He lieth in wait secretly as a lion in his den: he lieth in wait to catch the poor: he doth catch the poor, when he draweth him into his net."
14052,Psalms 10:10,Psalms,19,10,10,80,"He croucheth, and humbleth himself, that the poor may fall by his strong ones."
14053,Psalms 10:11,Psalms,19,10,11,90,"He hath said in his heart, God hath forgotten: he hideth his face; he will never see it."
14054,Psalms 10:12,Psalms,19,10,12,66,"Arise, O LORD; O God, lift up thine hand: forget not the humble."
14055,Psalms 10:13,Psalms,19,10,13,93,"Wherefore doth the wicked contemn God? he hath said in his heart, Thou wilt not require it."
14056,Psalms 10:14,Psalms,19,10,14,166,"Thou hast seen it; for thou beholdest mischief and spite, to requite it with thy hand: the poor committeth himself unto thee; thou art the helper of the fatherless."
14057,Psalms 10:15,Psalms,19,10,15,97,Break thou the arm of the wicked and the evil man: seek out his wickedness till thou find none.
14058,Psalms 10:16,Psalms,19,10,16,79,The LORD is King for ever and ever: the heathen are perished out of his land.
14059,Psalms 10:17,Psalms,19,10,17,115,"LORD, thou hast heard the desire of the humble: thou wilt prepare their heart, thou wilt cause thine ear to hear:"
14060,Psalms 10:18,Psalms,19,10,18,91,"To judge the fatherless and the oppressed, that the man of the earth may no more oppress."
14061,Psalms 11:1,Psalms,19,11,1,85,"In the LORD put I my trust: how say ye to my soul, Flee as a bird to your mountain?"
14062,Psalms 11:2,Psalms,19,11,2,135,"For, lo, the wicked bend their bow, they make ready their arrow upon the string, that they may privily shoot at the upright in heart."
14063,Psalms 11:3,Psalms,19,11,3,61,"If the foundations be destroyed, what can the righteous do?"
14064,Psalms 11:4,Psalms,19,11,4,120,"The LORD is in his holy temple, the LORD's throne is in heaven: his eyes behold, his eyelids try, the children of men."
14065,Psalms 11:5,Psalms,19,11,5,93,The LORD trieth the righteous: but the wicked and him that loveth violence his soul hateth.
14066,Psalms 11:6,Psalms,19,11,6,124,"Upon the wicked he shall rain snares, fire and brimstone, and an horrible tempest: this shall be the portion of their cup."
14067,Psalms 11:7,Psalms,19,11,7,87,For the righteous LORD loveth righteousness; his countenance doth behold the upright.
14068,Psalms 12:1,Psalms,19,12,1,94,"Help, LORD; for the godly man ceaseth; for the faithful fail from among the children of men."
14069,Psalms 12:2,Psalms,19,12,2,109,They speak vanity every one with his neighbour: with flattering lips and with a double heart do they speak.
14070,Psalms 12:3,Psalms,19,12,3,88,"The LORD shall cut off all flattering lips, and the tongue that speaketh proud things:"
14071,Psalms 12:4,Psalms,19,12,4,92,"Who have said, With our tongue will we prevail; our lips are our own: who is lord over us?"
14072,Psalms 12:5,Psalms,19,12,5,152,"For the oppression of the poor, for the sighing of the needy, now will I arise, saith the LORD; I will set him in safety from him that puffeth at him."
14073,Psalms 12:6,Psalms,19,12,6,100,"The words of the LORD are pure words: as silver tried in a furnace of earth, purified seven times."
14074,Psalms 12:7,Psalms,19,12,7,87,"Thou shalt keep them, O LORD, thou shalt preserve them from this generation for ever."
14075,Psalms 12:8,Psalms,19,12,8,65,"The wicked walk on every side, when the vilest men are exalted."
14076,Psalms 13:1,Psalms,19,13,1,91,"How long wilt thou forget me, O LORD? for ever? how long wilt thou hide thy face from me?"
14077,Psalms 13:2,Psalms,19,13,2,122,"How long shall I take counsel in my soul, having sorrow in my heart daily? how long shall mine enemy be exalted over me?"
14078,Psalms 13:3,Psalms,19,13,3,90,"Consider and hear me, O LORD my God: lighten mine eyes, lest I sleep the sleep of death;"
14079,Psalms 13:4,Psalms,19,13,4,103,"Lest mine enemy say, I have prevailed against him; and those that trouble me rejoice when I am moved."
14080,Psalms 13:5,Psalms,19,13,5,75,But I have trusted in thy mercy; my heart shall rejoice in thy salvation.
14081,Psalms 13:6,Psalms,19,13,6,71,"I will sing unto the LORD, because he hath dealt bountifully with me."
14082,Psalms 14:1,Psalms,19,14,1,133,"The fool hath said in his heart, There is no God. They are corrupt, they have done abominable works, there is none that doeth good."
14083,Psalms 14:2,Psalms,19,14,2,120,"The LORD looked down from heaven upon the children of men, to see if there were any that did understand, and seek God."
14084,Psalms 14:3,Psalms,19,14,3,107,"They are all gone aside, they are all together become filthy: there is none that doeth good, no, not one."
14085,Psalms 14:4,Psalms,19,14,4,116,"Have all the workers of iniquity no knowledge? who eat up my people as they eat bread, and call not upon the LORD."
14086,Psalms 14:5,Psalms,19,14,5,79,There were they in great fear: for God is in the generation of the righteous.
14087,Psalms 14:6,Psalms,19,14,6,73,"Ye have shamed the counsel of the poor, because the LORD is his refuge."
14088,Psalms 14:7,Psalms,19,14,7,160,"Oh that the salvation of Israel were come out of Zion! when the LORD bringeth back the captivity of his people, Jacob shall rejoice, and Israel shall be glad."
14089,Psalms 15:1,Psalms,19,15,1,76,"Lord, who shall abide in thy tabernacle? who shall dwell in thy holy hill?"
14090,Psalms 15:2,Psalms,19,15,2,92,"He that walketh uprightly, and worketh righteousness, and speaketh the truth in his heart."
14091,Psalms 15:3,Psalms,19,15,3,122,"He that backbiteth not with his tongue, nor doeth evil to his neighbour, nor taketh up a reproach against his neighbour."
14092,Psalms 15:4,Psalms,19,15,4,137,"In whose eyes a vile person is contemned; but he honoureth them that fear the LORD. He that sweareth to his own hurt, and changeth not."
14093,Psalms 15:5,Psalms,19,15,5,134,"He that putteth not out his money to usury, nor taketh reward against the innocent. He that doeth these things shall never be moved."
14094,Psalms 16:1,Psalms,19,16,1,52,"Preserve me, O God: for in thee do I put my trust."
14095,Psalms 16:2,Psalms,19,16,2,95,"O my soul, thou hast said unto the LORD, Thou art my Lord: my goodness extendeth not to thee;"
14096,Psalms 16:3,Psalms,19,16,3,91,"But to the saints that are in the earth, and to the excellent, in whom is all my delight."
14097,Psalms 16:4,Psalms,19,16,4,153,"Their sorrows shall be multiplied that hasten after another god: their drink offerings of blood will I not offer, nor take up their names into my lips."
14098,Psalms 16:5,Psalms,19,16,5,85,The LORD is the portion of mine inheritance and of my cup: thou maintainest my lot.
14099,Psalms 16:6,Psalms,19,16,6,81,"The lines are fallen unto me in pleasant places; yea, I have a goodly heritage."
14100,Psalms 16:7,Psalms,19,16,7,99,"I will bless the LORD, who hath given me counsel: my reins also instruct me in the night seasons."
14101,Psalms 16:8,Psalms,19,16,8,93,"I have set the LORD always before me: because he is at my right hand, I shall not be moved."
14102,Psalms 16:9,Psalms,19,16,9,87,"Therefore my heart is glad, and my glory rejoiceth: my flesh also shall rest in hope."
14103,Psalms 16:10,Psalms,19,16,10,101,For thou wilt not leave my soul in hell; neither wilt thou suffer thine Holy One to see corruption.
14104,Psalms 16:11,Psalms,19,16,11,124,Thou wilt shew me the path of life: in thy presence is fulness of joy; at thy right hand there are pleasures for evermore.
14105,Psalms 17:1,Psalms,19,17,1,106,"Hear the right, O LORD, attend unto my cry, give ear unto my prayer, that goeth not out of feigned lips."
14106,Psalms 17:2,Psalms,19,17,2,96,Let my sentence come forth from thy presence; let thine eyes behold the things that are equal.
14107,Psalms 17:3,Psalms,19,17,3,159,"Thou hast proved mine heart; thou hast visited me in the night; thou hast tried me, and shalt find nothing; I am purposed that my mouth shall not transgress."
14108,Psalms 17:4,Psalms,19,17,4,102,"Concerning the works of men, by the word of thy lips I have kept me from the paths of the destroyer."
14109,Psalms 17:5,Psalms,19,17,5,61,"Hold up my goings in thy paths, that my footsteps slip not."
14110,Psalms 17:6,Psalms,19,17,6,103,"I have called upon thee, for thou wilt hear me, O God: incline thine ear unto me, and hear my speech."
14111,Psalms 17:7,Psalms,19,17,7,147,"Shew thy marvellous lovingkindness, O thou that savest by thy right hand them which put their trust in thee from those that rise up against them."
14112,Psalms 17:8,Psalms,19,17,8,73,"Keep me as the apple of the eye, hide me under the shadow of thy wings,"
14113,Psalms 17:9,Psalms,19,17,9,80,"From the wicked that oppress me, from my deadly enemies, who compass me about."
14114,Psalms 17:10,Psalms,19,17,10,74,They are inclosed in their own fat: with their mouth they speak proudly.
14115,Psalms 17:11,Psalms,19,17,11,93,They have now compassed us in our steps: they have set their eyes bowing down to the earth;
14116,Psalms 17:12,Psalms,19,17,12,98,"Like as a lion that is greedy of his prey, and as it were a young lion lurking in secret places."
14117,Psalms 17:13,Psalms,19,17,13,100,"Arise, O LORD, disappoint him, cast him down: deliver my soul from the wicked, which is thy sword:"
14118,Psalms 17:14,Psalms,19,17,14,233,"From men which are thy hand, O LORD, from men of the world, which have their portion in this life, and whose belly thou fillest with thy hid treasure: they are full of children, and leave the rest of their substance to their babes."
14119,Psalms 17:15,Psalms,19,17,15,108,"As for me, I will behold thy face in righteousness: I shall be satisfied, when I awake, with thy likeness."
14120,Psalms 18:1,Psalms,19,18,1,40,"I will love thee, O LORD, my strength."
14121,Psalms 18:2,Psalms,19,18,2,161,"The LORD is my rock, and my fortress, and my deliverer; my God, my strength, in whom I will trust; my buckler, and the horn of my salvation, and my high tower."
14122,Psalms 18:3,Psalms,19,18,3,96,"I will call upon the LORD, who is worthy to be praised: so shall I be saved from mine enemies."
14123,Psalms 18:4,Psalms,19,18,4,82,"The sorrows of death compassed me, and the floods of ungodly men made me afraid."
14124,Psalms 18:5,Psalms,19,18,5,75,The sorrows of hell compassed me about: the snares of death prevented me.
14125,Psalms 18:6,Psalms,19,18,6,148,"In my distress I called upon the LORD, and cried unto my God: he heard my voice out of his temple, and my cry came before him, even into his ears."
14126,Psalms 18:7,Psalms,19,18,7,115,"Then the earth shook and trembled; the foundations also of the hills moved and were shaken, because he was wroth."
14127,Psalms 18:8,Psalms,19,18,8,106,"There went up a smoke out of his nostrils, and fire out of his mouth devoured: coals were kindled by it."
14128,Psalms 18:9,Psalms,19,18,9,76,"He bowed the heavens also, and came down: and darkness was under his feet."
14129,Psalms 18:10,Psalms,19,18,10,85,"And he rode upon a cherub, and did fly: yea, he did fly upon the wings of the wind."
14130,Psalms 18:11,Psalms,19,18,11,113,He made darkness his secret place; his pavilion round about him were dark waters and thick clouds of the skies.
14131,Psalms 18:12,Psalms,19,18,12,95,"At the brightness that was before him his thick clouds passed, hail stones and coals of fire."
14132,Psalms 18:13,Psalms,19,18,13,104,"The LORD also thundered in the heavens, and the Highest gave his voice; hail stones and coals of fire."
14133,Psalms 18:14,Psalms,19,18,14,100,"Yea, he sent out his arrows, and scattered them; and he shot out lightnings, and discomfited them."
14134,Psalms 18:15,Psalms,19,18,15,156,"Then the channels of waters were seen, and the foundations of the world were discovered at thy rebuke, O LORD, at the blast of the breath of thy nostrils."
14135,Psalms 18:16,Psalms,19,18,16,64,"He sent from above, he took me, he drew me out of many waters."
14136,Psalms 18:17,Psalms,19,18,17,102,"He delivered me from my strong enemy, and from them which hated me: for they were too strong for me."
14137,Psalms 18:18,Psalms,19,18,18,72,They prevented me in the day of my calamity: but the LORD was my stay.
14138,Psalms 18:19,Psalms,19,18,19,91,"He brought me forth also into a large place; he delivered me, because he delighted in me."
14139,Psalms 18:20,Psalms,19,18,20,116,The LORD rewarded me according to my righteousness; according to the cleanness of my hands hath he recompensed me.
14140,Psalms 18:21,Psalms,19,18,21,83,"For I have kept the ways of the LORD, and have not wickedly departed from my God."
14141,Psalms 18:22,Psalms,19,18,22,84,"For all his judgments were before me, and I did not put away his statutes from me."
14142,Psalms 18:23,Psalms,19,18,23,70,"I was also upright before him, and I kept myself from mine iniquity."
14143,Psalms 18:24,Psalms,19,18,24,127,"Therefore hath the LORD recompensed me according to my righteousness, according to the cleanness of my hands in his eyesight."
14144,Psalms 18:25,Psalms,19,18,25,104,With the merciful thou wilt shew thyself merciful; with an upright man thou wilt shew thyself upright;
14145,Psalms 18:26,Psalms,19,18,26,97,With the pure thou wilt shew thyself pure; and with the froward thou wilt shew thyself froward.
14146,Psalms 18:27,Psalms,19,18,27,74,For thou wilt save the afflicted people; but wilt bring down high looks.
14147,Psalms 18:28,Psalms,19,18,28,76,For thou wilt light my candle: the LORD my God will enlighten my darkness.
14148,Psalms 18:29,Psalms,19,18,29,82,For by thee I have run through a troop; and by my God have I leaped over a wall.
14149,Psalms 18:30,Psalms,19,18,30,112,"As for God, his way is perfect: the word of the LORD is tried: he is a buckler to all those that trust in him."
14150,Psalms 18:31,Psalms,19,18,31,62,For who is God save the LORD? or who is a rock save our God?
14151,Psalms 18:32,Psalms,19,18,32,69,"It is God that girdeth me with strength, and maketh my way perfect."
14152,Psalms 18:33,Psalms,19,18,33,73,"He maketh my feet like hinds' feet, and setteth me upon my high places."
14153,Psalms 18:34,Psalms,19,18,34,77,"He teacheth my hands to war, so that a bow of steel is broken by mine arms."
14154,Psalms 18:35,Psalms,19,18,35,131,"Thou hast also given me the shield of thy salvation: and thy right hand hath holden me up, and thy gentleness hath made me great."
14155,Psalms 18:36,Psalms,19,18,36,66,"Thou hast enlarged my steps under me, that my feet did not slip."
14156,Psalms 18:37,Psalms,19,18,37,100,"I have pursued mine enemies, and overtaken them: neither did I turn again till they were consumed."
14157,Psalms 18:38,Psalms,19,18,38,85,I have wounded them that they were not able to rise: they are fallen under my feet.
14158,Psalms 18:39,Psalms,19,18,39,114,For thou hast girded me with strength unto the battle: thou hast subdued under me those that rose up against me.
14159,Psalms 18:40,Psalms,19,18,40,92,Thou hast also given me the necks of mine enemies; that I might destroy them that hate me.
14160,Psalms 18:41,Psalms,19,18,41,92,"They cried, but there was none to save them: even unto the LORD, but he answered them not."
14161,Psalms 18:42,Psalms,19,18,42,105,Then did I beat them small as the dust before the wind: I did cast them out as the dirt in the streets.
14162,Psalms 18:43,Psalms,19,18,43,152,Thou hast delivered me from the strivings of the people; and thou hast made me the head of the heathen: a people whom I have not known shall serve me.
14163,Psalms 18:44,Psalms,19,18,44,96,"As soon as they hear of me, they shall obey me: the strangers shall submit themselves unto me."
14164,Psalms 18:45,Psalms,19,18,45,73,"The strangers shall fade away, and be afraid out of their close places."
14165,Psalms 18:46,Psalms,19,18,46,86,The LORD liveth; and blessed be my rock; and let the God of my salvation be exalted.
14166,Psalms 18:47,Psalms,19,18,47,63,"It is God that avengeth me, and subdueth the people under me."
14167,Psalms 18:48,Psalms,19,18,48,143,"He delivereth me from mine enemies: yea, thou liftest me up above those that rise up against me: thou hast delivered me from the violent man."
14168,Psalms 18:49,Psalms,19,18,49,100,"Therefore will I give thanks unto thee, O LORD, among the heathen, and sing praises unto thy name."
14169,Psalms 18:50,Psalms,19,18,50,117,"Great deliverance giveth he to his king; and sheweth mercy to his anointed, to David, and to his seed for evermore."
14170,Psalms 19:1,Psalms,19,19,1,80,The heavens declare the glory of God; and the firmament sheweth his handywork.
