verse_id,citation,book_name,book_number,chapter_number,verse_number,length_chars,text
15339,Psalms 89:12,Psalms,19,89,12,93,The north and the south thou hast created them: Tabor and Hermon shall rejoice in thy name.
15340,Psalms 89:13,Psalms,19,89,13,73,"Thou hast a mighty arm: strong is thy hand, and high is thy right hand."
15341,Psalms 89:14,Psalms,19,89,14,98,Justice and judgment are the habitation of thy throne: mercy and truth shall go before thy face.
15342,Psalms 89:15,Psalms,19,89,15,109,"Blessed is the people that know the joyful sound: they shall walk, O LORD, in the light of thy countenance."
15343,Psalms 89:16,Psalms,19,89,16,93,In thy name shall they rejoice all the day: and in thy righteousness shall they be exalted.
15344,Psalms 89:17,Psalms,19,89,17,88,For thou art the glory of their strength: and in thy favour our horn shall be exalted.
15345,Psalms 89:18,Psalms,19,89,18,70,For the LORD is our defence; and the Holy One of Israel is our king.
15346,Psalms 89:19,Psalms,19,89,19,145,"Then thou spakest in vision to thy holy one, and saidst, I have laid help upon one that is mighty; I have exalted one chosen out of the people."
15347,Psalms 89:20,Psalms,19,89,20,70,I have found David my servant; with my holy oil have I anointed him:
15348,Psalms 89:21,Psalms,19,89,21,77,With whom my hand shall be established: mine arm also shall strengthen him.
15349,Psalms 89:22,Psalms,19,89,22,76,The enemy shall not exact upon him; nor the son of wickedness afflict him.
15350,Psalms 89:23,Psalms,19,89,23,79,"And I will beat down his foes before his face, and plague them that hate him."
15351,Psalms 89:24,Psalms,19,89,24,95,But my faithfulness and my mercy shall be with him: and in my name shall his horn be exalted.
15352,Psalms 89:25,Psalms,19,89,25,72,"I will set his hand also in the sea, and his right hand in the rivers."
15353,Psalms 89:26,Psalms,19,89,26,81,"He shall cry unto me, Thou art my father, my God, and the rock of my salvation."
15354,Psalms 89:27,Psalms,19,89,27,72,"Also I will make him my firstborn, higher than the kings of the earth."
15355,Psalms 89:28,Psalms,19,89,28,87,"My mercy will I keep for him for evermore, and my covenant shall stand fast with him."
15356,Psalms 89:29,Psalms,19,89,29,85,"His seed also will I make to endure for ever, and his throne as the days of heaven."
15357,Psalms 89:30,Psalms,19,89,30,63,"If his children forsake my law, and walk not in my judgments;"
15358,Psalms 89:31,Psalms,19,89,31,58,"If they break my statutes, and keep not my commandments;"
15359,Psalms 89:32,Psalms,19,89,32,86,"Then will I visit their transgression with the rod, and their iniquity with stripes."
15360,Psalms 89:33,Psalms,19,89,33,102,"Nevertheless my lovingkindness will I not utterly take from him, nor suffer my faithfulness to fail."
15361,Psalms 89:34,Psalms,19,89,34,80,"My covenant will I not break, nor alter the thing that is gone out of my lips."
15362,Psalms 89:35,Psalms,19,89,35,66,Once have I sworn by my holiness that I will not lie unto David.
15363,Psalms 89:36,Psalms,19,89,36,70,"His seed shall endure for ever, and his throne as the sun before me."
15364,Psalms 89:37,Psalms,19,89,37,91,"It shall be established for ever as the moon, and as a faithful witness in heaven. Selah."
15365,Psalms 89:38,Psalms,19,89,38,80,"But thou hast cast off and abhorred, thou hast been wroth with thine anointed."
15366,Psalms 89:39,Psalms,19,89,39,108,Thou hast made void the covenant of thy servant: thou hast profaned his crown by casting it to the ground.
15367,Psalms 89:40,Psalms,19,89,40,83,Thou hast broken down all his hedges; thou hast brought his strong holds to ruin.
15368,Psalms 89:41,Psalms,19,89,41,73,All that pass by the way spoil him: he is a reproach to his neighbours.
15369,Psalms 89:42,Psalms,19,89,42,96,Thou hast set up the right hand of his adversaries; thou hast made all his enemies to rejoice.
15370,Psalms 89:43,Psalms,19,89,43,92,"Thou hast also turned the edge of his sword, and hast not made him to stand in the battle."
15371,Psalms 89:44,Psalms,19,89,44,76,"Thou hast made his glory to cease, and cast his throne down to the ground."
15372,Psalms 89:45,Psalms,19,89,45,85,The days of his youth hast thou shortened: thou hast covered him with shame. Selah.
15373,Psalms 89:46,Psalms,19,89,46,82,"How long, LORD? wilt thou hide thyself for ever? shall thy wrath burn like fire?"
15374,Psalms 89:47,Psalms,19,89,47,74,Remember how short my time is: wherefore hast thou made all men in vain?
15375,Psalms 89:48,Psalms,19,89,48,115,"What man is he that liveth, and shall not see death? shall he deliver his soul from the hand of the grave? Selah."
15376,Psalms 89:49,Psalms,19,89,49,90,"Lord, where are thy former lovingkindnesses, which thou swarest unto David in thy truth?"
15377,Psalms 89:50,Psalms,19,89,50,112,"Remember, Lord, the reproach of thy servants; how I do bear in my bosom the reproach of all the mighty people;"
15378,Psalms 89:51,Psalms,19,89,51,114,"Wherewith thine enemies have reproached, O LORD; wherewith they have reproached the footsteps of thine anointed."
15379,Psalms 89:52,Psalms,19,89,52,51,"Blessed be the LORD for evermore. Amen, and Amen."
15380,Psalms 90:1,Psalms,19,90,1,61,"Lord, thou hast been our dwelling place in all generations."
15381,Psalms 90:2,Psalms,19,90,2,145,"Before the mountains were brought forth, or ever thou hadst formed the earth and the world, even from everlasting to everlasting, thou art God."
15382,Psalms 90:3,Psalms,19,90,3,75,"|Thou turnest man to destruction; and sayest, Return, ye children of men."
15383,Psalms 90:4,Psalms,19,90,4,102,"For a thousand years in thy sight are but as yesterday when it is past, and as a watch in the night."
15384,Psalms 90:5,Psalms,19,90,5,116,Thou carriest them away as with a flood; they are as a sleep: in the morning they are like grass which groweth up.
15385,Psalms 90:6,Psalms,19,90,6,94,"In the morning it flourisheth, and groweth up; in the evening it is cut down, and withereth."
15386,Psalms 90:7,Psalms,19,90,7,71,"For we are consumed by thine anger, and by thy wrath are we troubled."
15387,Psalms 90:8,Psalms,19,90,8,92,"Thou hast set our iniquities before thee, our secret sins in the light of thy countenance."
15388,Psalms 90:9,Psalms,19,90,9,91,For all our days are passed away in thy wrath: we spend our years as a tale that is told.
15389,Psalms 90:10,Psalms,19,90,10,189,"The days of our years are threescore years and ten; and if by reason of strength they be fourscore years, yet is their strength labour and sorrow; for it is soon cut off, and we fly away."
15390,Psalms 90:11,Psalms,19,90,11,84,"Who knoweth the power of thine anger? even according to thy fear, so is thy wrath."
15391,Psalms 90:12,Psalms,19,90,12,75,"So teach us to number our days, that we may apply our hearts unto wisdom."
15392,Psalms 90:13,Psalms,19,90,13,75,"Return, O LORD, how long? and let it repent thee concerning thy servants."
15393,Psalms 90:14,Psalms,19,90,14,82,O satisfy us early with thy mercy; that we may rejoice and be glad all our days.
15394,Psalms 90:15,Psalms,19,90,15,109,"Make us glad according to the days wherein thou hast afflicted us, and the years wherein we have seen evil."
15395,Psalms 90:16,Psalms,19,90,16,75,"Let thy work appear unto thy servants, and thy glory unto their children."
15396,Psalms 90:17,Psalms,19,90,17,148,"And let the beauty of the LORD our God be upon us: and establish thou the work of our hands upon us; yea, the work of our hands establish thou it."
15397,Psalms 91:1,Psalms,19,91,1,101,He that dwelleth in the secret place of the most High shall abide under the shadow of the Almighty.
15398,Psalms 91:2,Psalms,19,91,2,87,"I will say of the LORD, He is my refuge and my fortress: my God; in him will I trust."
15399,Psalms 91:3,Psalms,19,91,3,93,"Surely he shall deliver thee from the snare of the fowler, and from the noisome pestilence."
15400,Psalms 91:4,Psalms,19,91,4,121,"He shall cover thee with his feathers, and under his wings shalt thou trust: his truth shall be thy shield and buckler."
15401,Psalms 91:5,Psalms,19,91,5,89,Thou shalt not be afraid for the terror by night; nor for the arrow that flieth by day;
15402,Psalms 91:6,Psalms,19,91,6,99,Nor for the pestilence that walketh in darkness; nor for the destruction that wasteth at noonday.
15403,Psalms 91:7,Psalms,19,91,7,105,"A thousand shall fall at thy side, and ten thousand at thy right hand; but it shall not come nigh thee."
15404,Psalms 91:8,Psalms,19,91,8,74,Only with thine eyes shalt thou behold and see the reward of the wicked.
15405,Psalms 91:9,Psalms,19,91,9,90,"Because thou hast made the LORD, which is my refuge, even the most High, thy habitation;"
15406,Psalms 91:10,Psalms,19,91,10,83,"There shall no evil befall thee, neither shall any plague come nigh thy dwelling."
15407,Psalms 91:11,Psalms,19,91,11,78,"For he shall give his angels charge over thee, to keep thee in all thy ways."
15408,Psalms 91:12,Psalms,19,91,12,82,"They shall bear thee up in their hands, lest thou dash thy foot against a stone."
15409,Psalms 91:13,Psalms,19,91,13,104,Thou shalt tread upon the lion and adder: the young lion and the dragon shalt thou trample under feet.
15410,Psalms 91:14,Psalms,19,91,14,124,"Because he hath set his love upon me, therefore will I deliver him: I will set him on high, because he hath known my name."
15411,Psalms 91:15,Psalms,19,91,15,114,"He shall call upon me, and I will answer him: I will be with him in trouble; I will deliver him, and honour him."
15412,Psalms 91:16,Psalms,19,91,16,63,"With long life will I satisfy him, and shew him my salvation."
15413,Psalms 92:1,Psalms,19,92,1,98,"IT IS A GOOD THING TO GIVE THANKS UNTO THE LORD, AND TO SING PRAISES UNTO THY NAME, O MOST HIGH:"
15414,Psalms 92:2,Psalms,19,92,2,84,"To shew forth thy lovingkindness in the morning, and thy faithfulness every night,"
15415,Psalms 92:3,Psalms,19,92,3,94,"Upon an instrument of ten strings, and upon the psaltery; upon the harp with a solemn sound."
15416,Psalms 92:4,Psalms,19,92,4,95,"For thou, LORD, hast made me glad through thy work: I will triumph in the works of thy hands."
15417,Psalms 92:5,Psalms,19,92,5,66,"O LORD, how great are thy works! and thy thoughts are very deep."
15418,Psalms 92:6,Psalms,19,92,6,65,A brutish man knoweth not; neither doth a fool understand this.
15419,Psalms 92:7,Psalms,19,92,7,133,"When the wicked spring as the grass, and when all the workers of iniquity do flourish; it is that they shall be destroyed for ever:"
15420,Psalms 92:8,Psalms,19,92,8,45,"But thou, LORD, art most high for evermore."
15421,Psalms 92:9,Psalms,19,92,9,118,"For, lo, thine enemies, O LORD, for, lo, thine enemies shall perish; all the workers of iniquity shall be scattered."
15422,Psalms 92:10,Psalms,19,92,10,95,But my horn shalt thou exalt like the horn of an unicorn: I shall be anointed with fresh oil.
15423,Psalms 92:11,Psalms,19,92,11,126,"Mine eye also shall see my desire on mine enemies, and mine ears shall hear my desire of the wicked that rise up against me."
15424,Psalms 92:12,Psalms,19,92,12,89,The righteous shall flourish like the palm tree: he shall grow like a cedar in Lebanon.
15425,Psalms 92:13,Psalms,19,92,13,89,Those that be planted in the house of the LORD shall flourish in the courts of our God.
15426,Psalms 92:14,Psalms,19,92,14,83,They shall still bring forth fruit in old age; they shall be fat and flourishing;
15427,Psalms 92:15,Psalms,19,92,15,90,"To shew that the LORD is upright: he is my rock, and there is no unrighteousness in him."
15428,Psalms 93:1,Psalms,19,93,1,172,"The LORD reigneth, he is clothed with majesty; the LORD is clothed with strength, wherewith he hath girded himself: the world also is stablished, that it cannot be moved."
15429,Psalms 93:2,Psalms,19,93,2,62,Thy throne is established of old: thou art from everlasting.
15430,Psalms 93:3,Psalms,19,93,3,107,"The floods have lifted up, O LORD, the floods have lifted up their voice; the floods lift up their waves."
15431,Psalms 93:4,Psalms,19,93,4,100,"The LORD on high is mightier than the noise of many waters, yea, than the mighty waves of the sea."
15432,Psalms 93:5,Psalms,19,93,5,81,"Thy testimonies are very sure: holiness becometh thine house, O LORD, for ever."
15433,Psalms 94:1,Psalms,19,94,1,92,"O Lord God, to whom vengeance belongeth; O God, to whom vengeance belongeth, shew thyself."
15434,Psalms 94:2,Psalms,19,94,2,73,"Lift up thyself, thou judge of the earth: render a reward to the proud."
15435,Psalms 94:3,Psalms,19,94,3,69,"LORD, how long shall the wicked, how long shall the wicked triumph?"
15436,Psalms 94:4,Psalms,19,94,4,100,How long shall they utter and speak hard things? and all the workers of iniquity boast themselves?
15437,Psalms 94:5,Psalms,19,94,5,70,"They break in pieces thy people, O LORD, and afflict thine heritage."
15438,Psalms 94:6,Psalms,19,94,6,66,"They slay the widow and the stranger, and murder the fatherless."
15439,Psalms 94:7,Psalms,19,94,7,81,"Yet they say, The LORD shall not see, neither shall the God of Jacob regard it."
15440,Psalms 94:8,Psalms,19,94,8,78,"Understand, ye brutish among the people: and ye fools, when will ye be wise?"
15441,Psalms 94:9,Psalms,19,94,9,87,"He that planted the ear, shall he not hear? he that formed the eye, shall he not see?"
15442,Psalms 94:10,Psalms,19,94,10,106,"He that chastiseth the heathen, shall not he correct? he that teacheth man knowledge, shall not he know?"
15443,Psalms 94:11,Psalms,19,94,11,61,"The LORD knoweth the thoughts of man, that they are vanity."
15444,Psalms 94:12,Psalms,19,94,12,83,"Blessed is the man whom thou chastenest, O LORD, and teachest him out of thy law;"
15445,Psalms 94:13,Psalms,19,94,13,100,"That thou mayest give him rest from the days of adversity, until the pit be digged for the wicked."
15446,Psalms 94:14,Psalms,19,94,14,85,"For the LORD will not cast off his people, neither will he forsake his inheritance."
15447,Psalms 94:15,Psalms,19,94,15,93,But judgment shall return unto righteousness: and all the upright in heart shall follow it.
15448,Psalms 94:16,Psalms,19,94,16,109,Who will rise up for me against the evildoers? or who will stand up for me against the workers of iniquity?
15449,Psalms 94:17,Psalms,19,94,17,72,"Unless the LORD had been my help, my soul had almost dwelt in silence."
15450,Psalms 94:18,Psalms,19,94,18,63,"When I said, My foot slippeth; thy mercy, O LORD, held me up."
15451,Psalms 94:19,Psalms,19,94,19,73,In the multitude of my thoughts within me thy comforts delight my soul.
15452,Psalms 94:20,Psalms,19,94,20,90,"Shall the throne of iniquity have fellowship with thee, which frameth mischief by a law?"
15453,Psalms 94:21,Psalms,19,94,21,100,"They gather themselves together against the soul of the righteous, and condemn the innocent blood."
15454,Psalms 94:22,Psalms,19,94,22,66,But the LORD is my defence; and my God is the rock of my refuge.
15455,Psalms 94:23,Psalms,19,94,23,140,"And he shall bring upon them their own iniquity, and shall cut them off in their own wickedness; yea, the LORD our God shall cut them off."
15456,Psalms 95:1,Psalms,19,95,1,93,"O come, let us sing unto the LORD: let us make a joyful noise to the rock of our salvation."
15457,Psalms 95:2,Psalms,19,95,2,98,"Let us come before his presence with thanksgiving, and make a joyful noise unto him with psalms."
15458,Psalms 95:3,Psalms,19,95,3,63,"For the LORD is a great God, and a great King above all gods."
15459,Psalms 95:4,Psalms,19,95,4,86,In his hand are the deep places of the earth: the strength of the hills is his also.
15460,Psalms 95:5,Psalms,19,95,5,68,"The sea is his, and he made it: and his hands formed the dry land."
15461,Psalms 95:6,Psalms,19,95,6,78,"O come, let us worship and bow down: let us kneel before the LORD our maker."
15462,Psalms 95:7,Psalms,19,95,7,119,"For he is our God; and we are the people of his pasture, and the sheep of his hand. To day if ye will hear his voice,"
15463,Psalms 95:8,Psalms,19,95,8,98,"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness:"
15464,Psalms 95:9,Psalms,19,95,9,59,"When your fathers tempted me, proved me, and saw my work."
15465,Psalms 95:10,Psalms,19,95,10,140,"Forty years long was I grieved with this generation, and said, It is a people that do err in their heart, and they have not known my ways:"
15466,Psalms 95:11,Psalms,19,95,11,72,Unto whom I sware in my wrath that they should not enter into my rest.
15467,Psalms 96:1,Psalms,19,96,1,69,"O sing unto the LORD a new song: sing unto the LORD, all the earth."
15468,Psalms 96:2,Psalms,19,96,2,79,"Sing unto the LORD, bless his name; shew forth his salvation from day to day."
15469,Psalms 96:3,Psalms,19,96,3,68,"Declare his glory among the heathen, his wonders among all people."
15470,Psalms 96:4,Psalms,19,96,4,86,"For the LORD is great, and greatly to be praised: he is to be feared above all gods."
15471,Psalms 96:5,Psalms,19,96,5,75,For all the gods of the nations are idols: but the LORD made the heavens.
15472,Psalms 96:6,Psalms,19,96,6,78,Honour and majesty are before him: strength and beauty are in his sanctuary.
15473,Psalms 96:7,Psalms,19,96,7,89,"Give unto the LORD, O ye kindreds of the people, give unto the LORD glory and strength."
15474,Psalms 96:8,Psalms,19,96,8,94,"Give unto the LORD the glory due unto his name: bring an offering, and come into his courts."
15475,Psalms 96:9,Psalms,19,96,9,79,"O worship the LORD in the beauty of holiness: fear before him, all the earth."
15476,Psalms 96:10,Psalms,19,96,10,150,Say among the heathen that the LORD reigneth: the world also shall be established that it shall not be moved: he shall judge the people righteously.
15477,Psalms 96:11,Psalms,19,96,11,96,"Let the heavens rejoice, and let the earth be glad; let the sea roar, and the fulness thereof."
15478,Psalms 96:12,Psalms,19,96,12,96,"Let the field be joyful, and all that is therein: then shall all the trees of the wood rejoice"
15479,Psalms 96:13,Psalms,19,96,13,143,"Before the LORD: for he cometh, for he cometh to judge the earth: he shall judge the world with righteousness, and the people with his truth."
15480,Psalms 97:1,Psalms,19,97,1,87,The LORD reigneth; let the earth rejoice; let the multitude of isles be glad thereof.
15481,Psalms 97:2,Psalms,19,97,2,103,Clouds and darkness are round about him: righteousness and judgment are the habitation of his throne.
15482,Psalms 97:3,Psalms,19,97,3,66,"A fire goeth before him, and burneth up his enemies round about."
15483,Psalms 97:4,Psalms,19,97,4,68,"His lightnings enlightened the world: the earth saw, and trembled."
15484,Psalms 97:5,Psalms,19,97,5,104,"The hills melted like wax at the presence of the LORD, at the presence of the Lord of the whole earth."
15485,Psalms 97:6,Psalms,19,97,6,74,"The heavens declare his righteousness, and all the people see his glory."
15486,Psalms 97:7,Psalms,19,97,7,108,"Confounded be all they that serve graven images, that boast themselves of idols: worship him, all ye gods."
15487,Psalms 97:8,Psalms,19,97,8,97,"Zion heard, and was glad; and the daughters of Judah rejoiced because of thy judgments, O LORD."
15488,Psalms 97:9,Psalms,19,97,9,84,"For thou, LORD, art high above all the earth: thou art exalted far above all gods."
15489,Psalms 97:10,Psalms,19,97,10,124,"Ye that love the LORD, hate evil: he preserveth the souls of his saints; he delivereth them out of the hand of the wicked."
15490,Psalms 97:11,Psalms,19,97,11,73,"Light is sown for the righteous, and gladness for the upright in heart."
15491,Psalms 97:12,Psalms,19,97,12,88,"Rejoice in the LORD, ye righteous; and give thanks at the remembrance of his holiness."
15492,Psalms 98:1,Psalms,19,98,1,133,"O sing unto the LORD a new song; for he hath done marvellous things: his right hand, and his holy arm, hath gotten him the victory."
15493,Psalms 98:2,Psalms,19,98,2,110,The LORD hath made known his salvation: his righteousness hath he openly shewed in the sight of the heathen.
15494,Psalms 98:3,Psalms,19,98,3,134,He hath remembered his mercy and his truth toward the house of Israel: all the ends of the earth have seen the salvation of our God.
15495,Psalms 98:4,Psalms,19,98,4,100,"Make a joyful noise unto the LORD, all the earth: make a loud noise, and rejoice, and sing praise."
15496,Psalms 98:5,Psalms,19,98,5,76,"Sing unto the LORD with the harp; with the harp, and the voice of a psalm."
15497,Psalms 98:6,Psalms,19,98,6,82,"With trumpets and sound of cornet make a joyful noise before the LORD, the King."
15498,Psalms 98:7,Psalms,19,98,7,84,"Let the sea roar, and the fulness thereof; the world, and they that dwell therein."
15499,Psalms 98:8,Psalms,19,98,8,67,Let the floods clap their hands: let the hills be joyful together
15500,Psalms 98:9,Psalms,19,98,9,125,"Before the LORD; for he cometh to judge the earth: with righteousness shall he judge the world, and the people with equity."
15501,Psalms 99:1,Psalms,19,99,1,102,The LORD reigneth; let the people tremble: he sitteth between the cherubims; let the earth be moved.
15502,Psalms 99:2,Psalms,19,99,2,65,The LORD is great in Zion; and he is high above all the people.
15503,Psalms 99:3,Psalms,19,99,3,62,Let them praise thy great and terrible name; for it is holy.
15504,Psalms 99:4,Psalms,19,99,4,123,"The king's strength also loveth judgment; thou dost establish equity, thou executest judgment and righteousness in Jacob."
15505,Psalms 99:5,Psalms,19,99,5,74,"Exalt ye the LORD our God, and worship at his footstool; for he is holy."
15506,Psalms 99:6,Psalms,19,99,6,132,"Moses and Aaron among his priests, and Samuel among them that call upon his name; they called upon the LORD, and he answered them."
15507,Psalms 99:7,Psalms,19,99,7,106,"He spake unto them in the cloudy pillar: they kept his testimonies, and the ordinance that he gave them."
15508,Psalms 99:8,Psalms,19,99,8,127,"Thou answeredst them, O LORD our God: thou wast a God that forgavest them, though thou tookest vengeance of their inventions."
15509,Psalms 99:9,Psalms,19,99,9,85,"Exalt the LORD our God, and worship at his holy hill; for the LORD our God is holy."
15510,Psalms 100:1,Psalms,19,100,1,50,"Make a joyful noise unto the LORD, all ye lands."
15511,Psalms 100:2,Psalms,19,100,2,70,Serve the LORD with gladness: come before his presence with singing.
15512,Psalms 100:3,Psalms,19,100,3,133,"Know ye that the LORD he is God: it is he that hath made us, and not we ourselves; we are his people, and the sheep of his pasture."
15513,Psalms 100:4,Psalms,19,100,4,116,"Enter into his gates with thanksgiving, and into his courts with praise: be thankful unto him, and bless his name."
15514,Psalms 100:5,Psalms,19,100,5,92,For the LORD is good; his mercy is everlasting; and his truth endureth to all generations.
15515,Psalms 101:1,Psalms,19,101,1,68,"I will sing of mercy and judgment: unto thee, O LORD, will I sing."
15516,Psalms 101:2,Psalms,19,101,2,128,I will behave myself wisely in a perfect way. O when wilt thou come unto me? I will walk within my house with a perfect heart.
15517,Psalms 101:3,Psalms,19,101,3,114,I will set no wicked thing before mine eyes: I hate the work of them that turn aside; it shall not cleave to me.
15518,Psalms 101:4,Psalms,19,101,4,72,A froward heart shall depart from me: I will not know a wicked person.
15519,Psalms 101:5,Psalms,19,101,5,125,"Whoso privily slandereth his neighbour, him will I cut off: him that hath an high look and a proud heart will not I suffer."
15520,Psalms 101:6,Psalms,19,101,6,133,"Mine eyes shall be upon the faithful of the land, that they may dwell with me: he that walketh in a perfect way, he shall serve me."
15521,Psalms 101:7,Psalms,19,101,7,107,He that worketh deceit shall not dwell within my house: he that telleth lies shall not tarry in my sight.
15522,Psalms 101:8,Psalms,19,101,8,113,I will early destroy all the wicked of the land; that I may cut off all wicked doers from the city of the LORD.
15523,Psalms 102:1,Psalms,19,102,1,56,"Hear my prayer, O LORD, and let my cry come unto thee."
15524,Psalms 102:2,Psalms,19,102,2,130,Hide not thy face from me in the day when I am in trouble; incline thine ear unto me: in the day when I call answer me speedily.
15525,Psalms 102:3,Psalms,19,102,3,76,"For my days are consumed like smoke, and my bones are burned as an hearth."
15526,Psalms 102:4,Psalms,19,102,4,81,"My heart is smitten, and withered like grass; so that I forget to eat my bread."
15527,Psalms 102:5,Psalms,19,102,5,67,By reason of the voice of my groaning my bones cleave to my skin.
15528,Psalms 102:6,Psalms,19,102,6,72,I am like a pelican of the wilderness: I am like an owl of the desert.
15529,Psalms 102:7,Psalms,19,102,7,56,"I watch, and am as a sparrow alone upon the house top."
15530,Psalms 102:8,Psalms,19,102,8,94,Mine enemies reproach me all the day; and they that are mad against me are sworn against me.
15531,Psalms 102:9,Psalms,19,102,9,71,"For I have eaten ashes like bread, and mingled my drink with weeping."
15532,Psalms 102:10,Psalms,19,102,10,91,"Because of thine indignation and thy wrath: for thou hast lifted me up, and cast me down."
15533,Psalms 102:11,Psalms,19,102,11,73,My days are like a shadow that declineth; and I am withered like grass.
15534,Psalms 102:12,Psalms,19,102,12,84,"But thou, O LORD, shall endure for ever; and thy remembrance unto all generations."
15535,Psalms 102:13,Psalms,19,102,13,101,"Thou shalt arise, and have mercy upon Zion: for the time to favour her, yea, the set time, is come."
15536,Psalms 102:14,Psalms,19,102,14,76,"For thy servants take pleasure in her stones, and favour the dust thereof."
15537,Psalms 102:15,Psalms,19,102,15,91,"So the heathen shall fear the name of the LORD, and all the kings of the earth thy glory."
15538,Psalms 102:16,Psalms,19,102,16,66,"When the LORD shall build up Zion, he shall appear in his glory."
15539,Psalms 102:17,Psalms,19,102,17,75,"He will regard the prayer of the destitute, and not despise their prayer."
15540,Psalms 102:18,Psalms,19,102,18,112,This shall be written for the generation to come: and the people which shall be created shall praise the LORD.
15541,Psalms 102:19,Psalms,19,102,19,102,For he hath looked down from the height of his sanctuary; from heaven did the LORD behold the earth;
15542,Psalms 102:20,Psalms,19,102,20,83,To hear the groaning of the prisoner; to loose those that are appointed to death;
15543,Psalms 102:21,Psalms,19,102,21,71,"To declare the name of the LORD in Zion, and his praise in Jerusalem;"
15544,Psalms 102:22,Psalms,19,102,22,77,"When the people are gathered together, and the kingdoms, to serve the LORD."
15545,Psalms 102:23,Psalms,19,102,23,59,He weakened my strength in the way; he shortened my days.
15546,Psalms 102:24,Psalms,19,102,24,103,"I said, O my God, take me not away in the midst of my days: thy years are throughout all generations."
15547,Psalms 102:25,Psalms,19,102,25,95,Of old hast thou laid the foundation of the earth: and the heavens are the work of thy hands.
15548,Psalms 102:26,Psalms,19,102,26,154,"They shall perish, but thou shalt endure: yea, all of them shall wax old like a garment; as a vesture shalt thou change them, and they shall be changed:"
15549,Psalms 102:27,Psalms,19,102,27,57,"But thou art the same, and thy years shall have no end."
15550,Psalms 102:28,Psalms,19,102,28,95,"The children of thy servants shall continue, and their seed shall be established before thee."
15551,Psalms 103:1,Psalms,19,103,1,76,"Bless the LORD, O my soul: and all that is within me, bless his holy name."
15552,Psalms 103:2,Psalms,19,103,2,61,"Bless the LORD, O my soul, and forget not all his benefits:"
15553,Psalms 103:3,Psalms,19,103,3,67,Who forgiveth all thine iniquities; who healeth all thy diseases;
15554,Psalms 103:4,Psalms,19,103,4,100,Who redeemeth thy life from destruction; who crowneth thee with lovingkindness and tender mercies;
15555,Psalms 103:5,Psalms,19,103,5,91,Who satisfieth thy mouth with good things; so that thy youth is renewed like the eagle's.
15556,Psalms 103:6,Psalms,19,103,6,75,The LORD executeth righteousness and judgment for all that are oppressed.
15557,Psalms 103:7,Psalms,19,103,7,74,"He made known his ways unto Moses, his acts unto the children of Israel."
15558,Psalms 103:8,Psalms,19,103,8,75,"The LORD is merciful and gracious, slow to anger, and plenteous in mercy."
15559,Psalms 103:9,Psalms,19,103,9,68,He will not always chide: neither will he keep his anger for ever.
15560,Psalms 103:10,Psalms,19,103,10,88,He hath not dealt with us after our sins; nor rewarded us according to our iniquities.
15561,Psalms 103:11,Psalms,19,103,11,93,"For as the heaven is high above the earth, so great is his mercy toward them that fear him."
15562,Psalms 103:12,Psalms,19,103,12,89,"As far as the east is from the west, so far hath he removed our transgressions from us."
15563,Psalms 103:13,Psalms,19,103,13,80,"Like as a father pitieth his children, so the LORD pitieth them that fear him."
15564,Psalms 103:14,Psalms,19,103,14,60,For he knoweth our frame; he remembereth that we are dust.
15565,Psalms 103:15,Psalms,19,103,15,81,"As for man, his days are as grass: as a flower of the field, so he flourisheth."
15566,Psalms 103:16,Psalms,19,103,16,92,"For the wind passeth over it, and it is gone; and the place thereof shall know it no more."
15567,Psalms 103:17,Psalms,19,103,17,135,"But the mercy of the LORD is from everlasting to everlasting upon them that fear him, and his righteousness unto children's children;"
15568,Psalms 103:18,Psalms,19,103,18,87,"To such as keep his covenant, and to those that remember his commandments to do them."
15569,Psalms 103:19,Psalms,19,103,19,84,The LORD hath prepared his throne in the heavens; and his kingdom ruleth over all.
15570,Psalms 103:20,Psalms,19,103,20,121,"Bless the LORD, ye his angels, that excel in strength, that do his commandments, hearkening unto the voice of his word."
15571,Psalms 103:21,Psalms,19,103,21,81,"Bless ye the LORD, all ye his hosts; ye ministers of his, that do his pleasure."
15572,Psalms 103:22,Psalms,19,103,22,89,"Bless the LORD, all his works in all places of his dominion: bless the LORD, O my soul."
15573,Psalms 104:1,Psalms,19,104,1,106,"Bless the LORD, O my soul. O LORD my God, thou art very great; thou art clothed with honour and majesty."
15574,Psalms 104:2,Psalms,19,104,2,99,Who coverest thyself with light as with a garment: who stretchest out the heavens like a curtain:
15575,Psalms 104:3,Psalms,19,104,3,128,Who layeth the beams of his chambers in the waters: who maketh the clouds his chariot: who walketh upon the wings of the wind:
15576,Psalms 104:4,Psalms,19,104,4,62,Who maketh his angels spirits; his ministers a flaming fire:
15577,Psalms 104:5,Psalms,19,104,5,80,"Who laid the foundations of the earth, that it should not be removed for ever."
15578,Psalms 104:6,Psalms,19,104,6,90,Thou coveredst it with the deep as with a garment: the waters stood above the mountains.
15579,Psalms 104:7,Psalms,19,104,7,72,At thy rebuke they fled; at the voice of thy thunder they hasted away.
15580,Psalms 104:8,Psalms,19,104,8,107,They go up by the mountains; they go down by the valleys unto the place which thou hast founded for them.
15581,Psalms 104:9,Psalms,19,104,9,97,Thou hast set a bound that they may not pass over; that they turn not again to cover the earth.
