page_number,url,text
129,https://hymnary.org/page/fetch/SSSH1989/129/high,"The Solid Rock [NEWLINE] EDWARD MOTE [NEWLINE] WILLIAM B. BRADBURY [NEWLINE] 1. My hope is built on nothing less than Je sus blood and righteous-ness; 2. When   darkness veils His lovely  face, 1 rest   on His un changing grace; 3. His oath, His coV e nant; His blood, Support me in the whelming flood; 4. When He shall come with  trumpet sound, 0 may 1 then in Him be found; [NEWLINE] dare not trust the sweetest frame, But whol ly lean on Je suS name In ev ry high and storm y gale, My an chor holds with in the  veil. When all around my soul gives way, He then is all my hope and stay. Dressed in His right eous ness a lone, Fault less  to stand be fore the throne. [NEWLINE] On Christ, the sol id Rock stand; AlI oth er ground [NEWLINE] is [NEWLINE] sinking sand, AII oth er ground is sink ing sand: [NEWLINE] Favorite song of Dr. Curtis Hutson ."
130,https://hymnary.org/page/fetch/SSSH1989/130/high,[This image is under copyright]
131,https://hymnary.org/page/fetch/SSSH1989/131/high,[This image is under copyright]
132,https://hymnary.org/page/fetch/SSSH1989/132/high,[This image is under copyright]
133,https://hymnary.org/page/fetch/SSSH1989/133/high,[This image is under copyright]
134,https://hymnary.org/page/fetch/SSSH1989/134/high,[This image is under copyright]
135,https://hymnary.org/page/fetch/SSSH1989/135/high,[This image is under copyright]
136,https://hymnary.org/page/fetch/SSSH1989/136/high,[This image is under copyright]
137,https://hymnary.org/page/fetch/SSSH1989/137/high,[This image is under copyright]
138,https://hymnary.org/page/fetch/SSSH1989/138/high,[This image is under copyright]
139,https://hymnary.org/page/fetch/SSSH1989/139/high,[This image is under copyright]
140,https://hymnary.org/page/fetch/SSSH1989/140/high,"136 Master , the Tempest Is Raging MARY A. BAKER H.R PALMER [NEWLINE] 1. Mas ter, the tempest IS rag ing! The billows are tOSS ing high? 2. Mas ter, with anguish of spir it bow in my grief to day; 3  Mas ter, the ter ror is ver, The el ements sweel ly rest; [NEWLINE] The sky is 0'ershad-owed with blackness, No shelter or   help is nigh: The depths of my sad heart are trou bled; waken and save, I pray! Earth 's sun in the calm lake is mir rored, And Heaven 's within my breast. [NEWLINE] ""Car est Thou not that we per ish?"" How canst Thou lie a sleep, Torrents of sin   and of an guish Sweep 0'er my sink ing soul! Lin ger, 0 bless ed Re deem er, Leave me 4 - lone no more; [NEWLINE] When each   moment S0 madly is threat ""ning A grave in the an gry deep? And 1 per ish! 1 per ish, dear Mas ter; 0 has ten, and take con trol! And with joy L shall make the blest   har bor, And rest on the bliss ful shore."
141,https://hymnary.org/page/fetch/SSSH1989/141/high,"Pp [NEWLINE] ""The winds and the waves shall 0-bey My will, Peace, be stilll"" Peace, be   still! peace , be stilll [NEWLINE] #KNA Wheth er the wrath of the stormtossed sea, Or demons, or men; Or what [NEWLINE] grad. cresc. 3 [NEWLINE] 36 ev er it be, No water can swallow the ship where lies The Mas ter of [NEWLINE] 0-cean and earth   and skies; They all   shall sweetly 0 bey My will; Peace, be stilll [NEWLINE] pp [NEWLINE] Peace, be  still! They all  shall sweetly 0 bey My will; Peace, peace, be still!"
142,https://hymnary.org/page/fetch/SSSH1989/142/high,[This image is under copyright]
143,https://hymnary.org/page/fetch/SSSH1989/143/high,"The Haven of Rest 138 HENRY L. GILMOUR GEORGE D. MOORE [NEWLINE] 1. My soul in sad ex ile was out on life'$ sea, So 2. [ yield ed my self to His ten der em brace, And 3. The song of my soul, since the Lord made me   whole, Has 4 0 come to the Sav iour, He pa tiently waits To [NEWLINE] burdened with sin  and dis tressed, Till 1 heard a sweet voice saying; faith taking hold of the Word, My fetters fell off;, and been the old story SO blessed, Of Je sus who'Il save whoSO save by His pow er di vine; Come, anchor your soul in the [NEWLINE] DS:: The tempest may sweep 0'er the Fine [NEWLINE] ""'Make Me your choice"" ; And  entered the ""Ha ven of Rest anchored my soul; The 'Haven of Rest' is my Lord_ ev er will   have home in the ""Ha ven of Rest' ""Ha ven of Rest; ' And say, ""My Belov ed is mine. [NEWLINE] wild, stormy deep, In Je SuS Fm safe ev er more [NEWLINE] Fve an chored my soul [NEWLINE] in the ""Ha ven of Rest, [NEWLINE] D.S. al Fine [NEWLINE] 5 TI sail the wide seas [NEWLINE] no more; [NEWLINE] Favorite song of singer Ray Hart,"
144,https://hymnary.org/page/fetch/SSSH1989/144/high,"139 [ Know Whom [ Have Believed [NEWLINE] DANIEL W WHITTLE [NEWLINE] JAMES McGRANAHAN [NEWLINE] know not  why God'$ wondrous grace To me He hath made known; 2 1 know not how this sav ing faith To me He did im part, 3 1 know not how the Spir it moves, Convinc-ing men of sin , 4 1 know not what of good Or ill May be reserved for me, 5. 1 know not when my Lord may come, At night or noon day fair, [NEWLINE] Nor why unwor thy Christ in love Redeemed me for His own_ Nor how believ ing in His Word Wrought peace within my heart. Re veal ing Je sus through the Word, Cre at ing faith in Him. Of weary ways Or gold en days, Be fore His   face I see. Nor if [ walk the vale with Him, Or ""meet Him in the air,' [NEWLINE] But `I know whom have be lieved, andam per suaded that He is AeAR #| [NEWLINE] able To keep that which ['ve commit-ted Unto Him   against  that day: 25 AAAA [NEWLINE] Favorite song of Dr. Dwight Gustafson"
145,https://hymnary.org/page/fetch/SSSH1989/145/high,"We Have an Anchor 140 PRISCILLA J. OWENS WILLIAM J. KIRKPATRICK [NEWLINE] La Will your an chor hold in the storms of life, When the 2. It is safe ly moored twill the storm with stand. For tis 3_ When our eyes be hold through the gath 'ring night The [NEWLINE] clouds un fold their wings of strife? When the strong tides lift and the well se cured by the Sav iour's hand; Though the tem pest rage and the cit of gold, our har bor   bright, We shall an chor fast by the [NEWLINE] ca bles  strain, Will your an chor   drift, or fir re main? wild winds blow, Not an an gry wave shall our bark 0 er flow. heav n ly shore, With the  storms all past for ev er more. [NEWLINE] We have an anchor that keeps the soul Steadfast and sure while the billows roll, [NEWLINE] Fastened to the Rock which cannot move,Grounded firm and deep in the Saviour's love."
146,https://hymnary.org/page/fetch/SSSH1989/146/high,[This image is under copyright]
147,https://hymnary.org/page/fetch/SSSH1989/147/high,[This image is under copyright]
148,https://hymnary.org/page/fetch/SSSH1989/148/high,"Blessed Assurance FANNY J. CROSBY PHOEBE P. KNAPP [NEWLINE] L Blessed as sur ance Jesus is mine, 0 what a fore taste of 2 Per fect sub mis sion, perfect de light, Visions   of   rap ture now 3 Per fect sub mis sion, all is al rest 1 in my Sav iour am 3 [NEWLINE] #JH [NEWLINE] glo Ty di vinel Heir of sal va tion, purchase of God, burst on my sight; Angels de scend ing; bring from a bove happy and blest; Watching and wait ing; looking a bove, [NEWLINE] Born of His Spir it, washed in His  blood. Echoes   of mer cy, whispers  of love: This is my sto Ty , this  is my Filled with His good ness, lost   in His love: [NEWLINE] V#E song, Praising my Sav iour all the day long; This is my sto ry, 95 AH [NEWLINE] this is my song; [NEWLINE] Praising my Sav iour all the day long: [NEWLINE] Favorite song of Dr. Jack Hyles, singer Jerome Hines , Dr. Clarence Sexton and Dr. Bruce Cummons."
149,https://hymnary.org/page/fetch/SSSH1989/149/high,"Mighty Fortress Is Our God 144 MARTIN LUTHER MARTIN LUTHER Translated by Frederick H. Hedge [NEWLINE] 1. A mighty For tress is our God, A Bulwark nev er fail 2. Did we in our own strength confide, Our strivingwould be los 3. And though this world, with dev ils filled, Should threaten to un do 4 That Word a bove all   earth Iy pow'rs__No thanks to them abid [NEWLINE] ing; ing; uS; eth; [NEWLINE] Our Helper He a mid the flood Of mortal ills   pre vail ing Were  not the right Man on our side, The Man of God'$ own choos ing: We will not fear , for God hath willed His Truth to triumph through uS . The Spir it and the gifts are ours Thro' Him who with uS sid eth_ [NEWLINE] For still our an cient   foe Doth seek to work uS woe; His craft   and pow'r are Dost ask who that may be? Christ  Jesus, it is He; Lord Sab 4 oth His The prince of dark ness grim We tremble not for   him; His rage we can en Let   goods and kin dred g0, This mortal life al so; The bod y they may [NEWLINE] great, And, armed with cru el hate, On earth is not his name, From age to age the same, And He must win the bat dure, For lo! his   doom is sure, One lit tle word shall fell kill: God s truth a bid eth still, His king dom is for ev [NEWLINE] qual: tle. him_ [NEWLINE] er."
150,https://hymnary.org/page/fetch/SSSH1989/150/high,"It Is Well With My Soul H. G. SPAFFORD PHILIP P. BLISS [NEWLINE] 1. When peace, like a riv er, at tend eth my way, When sorrows like 2 Though Sa tan should buf fet, tho tri als should come, Let this blest as 3_ My sin 0 the bliss of this   glo ri ouS thought My sin not in 4 And, Lord, haste the day when my faith shall be   sight, The clouds be rolled [NEWLINE] sea bil lows roll; What ev er my lot, Thou hast taught me to sur ance con trol, That Christ has re gard ed my helpless es part, but the whole Is nailed to the cross and bear it no back as a scroll; The trump shall re sound and the Lord   shall de [NEWLINE] say, It is well; it is well with my   soul: tate , And hath shed His own blood for my soul; It is well more , Praise the Lord, praise the Lord, my soull It is scend, ""E ven SO it is well with my soul, [NEWLINE] with my soul, It is well, it is well with my soul. well with my soul,"
151,https://hymnary.org/page/fetch/SSSH1989/151/high,"Shelter in the Time of Storm 146 [NEWLINE] IRA D. SANKEY, altered [NEWLINE] IRA D. SANKEY [NEWLINE] 1. The    Lord'$ our Rock, in Him we hide, A Shelter in the time   of stor; 2. A Shade by day, De fense by night, A Shelter in the time   of stom; 3. The rag ing storms may round us beat, A Shelter in the time   of stor; 4 0 Rock divine, 0 Refuge dear, A Shelter in the time  of storm; 24 Ap66F] [NEWLINE] Se cure what ev er ill be tide, A Shelter in the time of stor  No fears alarm, no foes af _ fright; A Shelter in  the time of storm We'II nev er leave our safe re treat, A Shelter in the time of stor: Be Thou our Help er ev er near, Shelter in the time of storm_ [NEWLINE] Je suS is a Rock in a weary  land, a wea ry land, a weary  land; [NEWLINE] Vl # [NEWLINE] Je sus   is 4 Rock in a wea ry land, A Shelter in the time of storm_ [NEWLINE] #VVFI|"
152,https://hymnary.org/page/fetch/SSSH1989/152/high,"147 Leaning on the Everlasting Arms ELISHA A. HOFFMAN ANTHONY J. SHOWALTER [NEWLINE] What a fellow-ship, what a joy divine, Leaning on the ev er last-5 ing arms; 2. 0 how sweet t0 walk in this pilgrim way,Leaning on the ev er lasting arms; 3 What have [ to dread, what have 1 to fear, Leaning o the ev er lasting arms? [NEWLINE] What a blessed-ness, what a peace is mine, Lean-= -ing on the ev er ~lasting arms. Ohow bright the path grows from day to day, Lean- -ing on the ev er '~lasting arms. 1 have blessed peacewith my Lord s0 near; Leaning on the ev erlast-ing arms. [NEWLINE] dLean ing; lean ing; Safe and secure from all a larms; Lean-= ing on JesuS, lean - -ing on Je suS, [NEWLINE] AHXE,4 Lean ing; lean ing; Leaning on the ev er lasting arms. Leaningon JesuS , lean - ~ingon Jesus,"
153,https://hymnary.org/page/fetch/SSSH1989/153/high,[This image is under copyright]
154,https://hymnary.org/page/fetch/SSSH1989/154/high,"Trusting Jesus EDGAR P. STITES [NEWLINE] IRA D. SANKEY [NEWLINE] 1. Sim ply trust ~ing ev ry day, Trust ~ing through a stor y way; 2. Brightly doth His Spir it shine In to this   poOr heart of mine; 3 Sing ~ing if my way is clear; Pray ing if the path be drear; 4 Trust ing Him while life shall last, Trust ~ing Him till earth be past; [NEWLINE] E ven when my faith is small, Trust ing Je sus, that is all: While He   leads can not fall; Trust ing Je sus, that is all: If in dan ger, for Him call; Trust ing Je suS, that is all. Till with in the jas per wall: Trust ing Je suS, that is all: [NEWLINE] Trust ing as the mo ments fly, Trust ing as the days go by; [NEWLINE] 3F Trust ing Him what e'er be fall, Trust ing Je suS, that is all:"
155,https://hymnary.org/page/fetch/SSSH1989/155/high,"My Faith Has Found a Resting Place 150 LIDIE H. EDMUNDS Anonymous Arranged by William J. Kirkpatrick [NEWLINE] 1_ My faith has   found a resting place, Not in device nor creed; 2 E nough for me that JesuS saves, This   ends my fear and doubt; 3 My heart  is lean ing on the Word, The written Word of God, 4 My great Physi cian heals the sick, The lost He came to save; [NEWLINE] Pi64 [NEWLINE] trust the Ev er living One, His wounds for me shall plead , A sin ful  soul come to Him, He'Il nev er cast me out: Sal vation   by my Saviour'$ name, Sal va tion through His blood. For me His pre cious blood He shed, For me His   life He gave: [NEWLINE] dW 3 [NEWLINE] need no oth er ar gument, [NEWLINE] need no oth er plea, [NEWLINE] It [NEWLINE] is enough that Je sus died, And that He died for me."
156,https://hymnary.org/page/fetch/SSSH1989/156/high,"IDo Believe [NEWLINE] CHARLES WESLEY [NEWLINE] Unknown [NEWLINE] 1. Fa ther, stretch my hands   to Thee, No oth er help know; 2. What did Thine on ly Son endure, Be fore [ drew my breath; 3. 0 JeSuS, could T this believe, 1 now should feel Thy pow'r; 4 Au thor of faith, to Thee 1 lift My wea Ty, long ing eyes; [NEWLINE] Chorus: 7 do  believe , [NEWLINE] now believe That Je SUS died for me ; [NEWLINE] If Thou withdraw Thy self from me, Ah! whither shall g02 What pain, what la bor to secure My soul from endless death! And all my wants Thou wouldst receive, In this accept-ed hour. 0 let me now re ceive   that gift; My soul without it dies. [NEWLINE] And thro' His blood, His precious blood, [ shall from sin be free . [NEWLINE] Security Swedish Folk Tune [NEWLINE] LINA SANDELL Translated by various writers [NEWLINE] L. More se cure is no one ev er Than tae loved ones  of the Sav iour; 2 God His own doth tend and nour ish, In His ho ly courts they flourish; 3 Nei ther life nor death can ev er From the Lord His children sev er; 4_ Lit tle flock, to joy then yield theel Jacob's God will ev er shield thee; 5.. What He takes or what He gives uS Shows the Father'$ love so pre cious;"
157,https://hymnary.org/page/fetch/SSSH1989/157/high,"Not yon star on high a bid ing; Nor the bird in homenest hid ing: Like a Fa ther kind He spares them; In His lov ing ars He bears them_ For His love and deep compas sion Comfort  them in trib u la tion. Rest  secure with   this  De fender; At His will all foes sur ren der. We may  trust His purpose whol ly_'Tis His children 's welfare solely [NEWLINE] How Firm a Foundation [NEWLINE] GEORGE KEITH [NEWLINE] ANNE STEELE [NEWLINE] 1. How fir a   foun dation, ye saints   of the Lord, Is laid for your 2 ""In ev ry con di tion, in sickness, in health, In pov er ~ty' $ 3. ""When through fiery tri als thy path way shall lie, My grace, all suf 4, ""E'en down to old age, all My peo ple shall prove My SOVreign, e 5. ""The soul that on Je sus hath   leaned for repose, will not, [ [NEWLINE] faith in His ex cellent  Wordl What more can He say than to vale, Or a bound ing in wealth; At home and a broad, on the fi cient, shall be thy sup ply; The flame shall not hurt thee = [ ter nal, un chang a ble love; And when hoar y hairs shall their will not de sert to its foes; That soul, though all Hell should en [NEWLINE] you He hath said, To you who for ref uge to Je sus have fled? land, on the sea, As your days may demand, shall your strength ever be on ly de sign Thy dross to consume, and thy gold to re fine. tem ples a dor, Like lambs they shall still in My bos om be bore. deav Or to shake, I'IL nev er, nO, nev er, nO, nev er for sakel [NEWLINE] Favorite song of Dr. G. Archer Weniger and Dr . Noel Smith."
